aX, aY, aZ, gX, gY, gZ, mX, mY, mZ
0.1801,0.2848,2.0270,-35.1563,46.0815,6.8970,7.7393,-31.1768,-11.5967
0.1755,0.3063,1.9561,-34.6680,61.7676,1.0376,9.5215,-31.9702,-9.8511
0.1476,0.3109,1.7963,-33.3252,68.3594,-1.8311,9.5215,-31.9702,-9.8511
0.1440,0.2974,1.7184,-32.9590,74.0356,-4.1504,9.5215,-31.9702,-9.8511
0.1595,0.2776,1.6484,-32.8369,78.8574,-8.9111,9.5215,-31.9702,-9.8511
0.1432,0.2509,1.4958,-28.8696,86.3037,-10.7422,12.2803,-31.7261,-8.8135
0.1257,0.2354,1.3956,-28.4424,89.2944,-13.0615,12.2803,-31.7261,-8.8135
0.1281,0.2053,1.3218,-26.7334,93.2007,-17.5171,12.2803,-31.7261,-8.8135
0.1234,0.1245,1.1942,-25.0854,94.3604,-18.0664,12.2803,-31.7261,-8.8135
0.1339,0.1200,1.1157,-24.2310,95.2148,-18.6157,12.2803,-31.7261,-8.8135
0.1285,0.0830,1.0929,-19.6533,95.4590,-18.6768,15.6494,-31.8970,-5.4443
0.1453,0.0336,1.0144,-18.6768,95.9473,-17.4561,15.6494,-31.8970,-5.4443
0.1483,0.0488,0.9589,-17.0898,96.6797,-16.0522,15.6494,-31.8970,-5.4443
0.1495,0.0784,0.8759,-14.7705,97.1069,-13.8550,15.6494,-31.8970,-5.4443
0.1783,0.1727,0.7000,-14.0381,96.8628,-13.6719,17.3706,-31.1890,-4.4189
0.1835,0.2308,0.5952,-12.5122,95.9473,-13.9771,17.3706,-31.1890,-4.4189
0.1870,0.2877,0.4929,-9.8267,91.9800,-17.2729,17.3706,-31.1890,-4.4189
0.1835,0.3440,0.2977,-7.9346,89.0503,-20.9351,17.3706,-31.1890,-4.4189
0.1908,0.3280,0.2094,-5.9814,85.5713,-24.8413,17.3706,-31.1890,-4.4189
0.1949,0.2935,0.1194,-3.0518,81.3599,-28.2593,19.9219,-30.3711,-1.6968
0.1957,0.2539,0.0449,-0.5493,70.3125,-33.0811,19.9219,-30.3711,-1.6968
0.2186,0.1744,-0.0913,-1.2817,63.8428,-34.7290,19.9219,-30.3711,-1.6968
0.2249,0.1458,-0.1492,-2.3193,56.6406,-35.8276,19.9219,-30.3711,-1.6968
0.2241,0.1202,-0.2062,-3.1738,40.3442,-36.6211,22.0459,-29.8218,-0.6592
0.2410,0.0593,-0.2821,0.2441,30.9448,-36.3159,22.0459,-29.8218,-0.6592
0.2494,0.0266,-0.2971,3.7842,21.3623,-35.3394,22.0459,-29.8218,-0.6592
0.2629,0.0021,-0.3110,7.7515,2.3804,-32.2876,22.0459,-29.8218,-0.6592
0.2760,0.0021,-0.3442,7.4463,-6.1035,-30.3345,22.0459,-29.8218,-0.6592
0.2684,0.0100,-0.3435,6.1646,-15.2588,-28.6255,22.2290,-28.9185,-1.9043
0.2615,0.0273,-0.3273,1.9531,-33.5693,-26.5503,22.2290,-28.9185,-1.9043
0.2162,0.0679,-0.2754,2.2583,-42.8467,-26.0620,22.2290,-28.9185,-1.9043
0.1923,0.0667,-0.2378,3.7231,-52.0630,-26.1841,22.2290,-28.9185,-1.9043
0.1874,0.0492,-0.1891,4.4556,-68.7866,-26.9775,21.4600,-28.8940,-2.9785
0.1443,-0.0143,-0.0743,2.2583,-76.1108,-26.9775,21.4600,-28.8940,-2.9785
0.1233,-0.0415,0.0062,-0.5493,-83.5571,-26.1841,21.4600,-28.8940,-2.9785
0.1064,-0.0599,0.0977,-5.1880,-96.8628,-22.5830,21.4600,-28.8940,-2.9785
0.0851,-0.0483,0.2939,-5.9204,-102.4170,-20.0195,21.4600,-28.8940,-2.9785
0.0839,-0.0238,0.3815,-5.7373,-107.2388,-17.6392,19.9341,-28.1372,-4.1992
0.0868,0.0204,0.4429,-5.2490,-114.9292,-13.7329,19.9341,-28.1372,-4.1992
0.0391,0.0609,0.5142,-2.9297,-118.1030,-15.8081,19.9341,-28.1372,-4.1992
0.0535,0.2272,0.7415,9.5215,-122.1924,-7.9956,19.9341,-28.1372,-4.1992
0.0415,0.2556,0.9457,14.8926,-122.8638,-18.3105,18.0542,-27.6611,-5.9937
0.0170,0.1667,1.0295,9.7046,-121.0938,-21.5454,18.0542,-27.6611,-5.9937
0.0078,0.1833,1.1202,6.5918,-119.0796,-22.2778,18.0542,-27.6611,-5.9937
-0.0037,0.2352,1.1801,-3.1128,-113.7085,-26.1230,18.0542,-27.6611,-5.9937
-0.0248,0.2996,1.3325,-5.7983,-111.3892,-29.3579,16.2231,-27.8076,-6.9702
-0.0452,0.2738,1.3427,-5.0049,-109.1309,-33.3252,16.2231,-27.8076,-6.9702
-0.0297,0.2365,1.4108,5.9204,-105.5908,-40.8325,16.2231,-27.8076,-6.9702
-0.0486,0.0424,1.5616,11.1694,-103.5767,-43.7012,16.2231,-27.8076,-6.9702
-0.0461,-0.0745,1.6429,13.7329,-100.7690,-45.8374,16.2231,-27.8076,-6.9702
-0.0356,-0.1865,1.7328,11.3525,-92.3462,-45.9595,13.9282,-26.9287,-9.4238
-0.0304,-0.3793,1.9229,8.5449,-87.1582,-43.8843,13.9282,-26.9287,-9.4238
-0.0247,-0.4609,2.0383,5.3101,-81.2988,-40.7715,13.9282,-26.9287,-9.4238
0.0107,-0.5072,2.1439,-3.7231,-65.6128,-31.2500,13.9282,-26.9287,-9.4238
0.0023,-0.5331,2.3942,-3.4180,-57.4951,-25.5127,11.8164,-26.1475,-10.1440
-0.0155,-0.4967,2.5282,-1.5869,-48.1567,-19.6533,11.8164,-26.1475,-10.1440
-0.0355,-0.4883,2.5256,-3.5400,-24.7803,-10.5591,11.8164,-26.1475,-10.1440
-0.0232,-0.5114,2.4320,-5.6152,-13.3667,-6.2866,11.8164,-26.1475,-10.1440
-0.0138,-0.5067,2.4058,-7.8735,-3.1738,-2.0752,11.8164,-26.1475,-10.1440
0.0022,-0.4569,2.3302,-14.4653,16.2964,8.0566,11.7798,-26.3184,-10.3027
0.0117,-0.3180,2.1138,-17.3340,24.5972,11.8408,11.7798,-26.3184,-10.3027
0.0231,-0.2549,2.0533,-18.7378,31.9214,15.1978,11.7798,-26.3184,-10.3027
0.0298,-0.1926,1.9980,-17.8833,44.6777,20.7520,11.7798,-26.3184,-10.3027
0.0634,-0.0703,1.8286,-12.3291,50.1709,23.0713,13.0249,-26.9775,-9.1187
0.0643,0.0048,1.7662,-10.9863,55.3589,24.4751,13.0249,-26.9775,-9.1187
0.0679,0.0869,1.7223,-13.4888,66.5283,24.4751,13.0249,-26.9775,-9.1187
0.0703,0.2257,1.6218,-14.8926,72.2656,22.5830,13.0249,-26.9775,-9.1187
0.0786,0.2704,1.5486,-15.4419,77.3315,20.0806,13.0249,-26.9775,-9.1187
0.0822,0.3066,1.4774,-14.6484,84.7778,14.3433,14.4897,-27.8442,-7.4707
0.0756,0.3320,1.3225,-13.7939,87.4023,10.9253,14.4897,-27.8442,-7.4707
0.0787,0.3237,1.2501,-12.2681,89.3555,7.6294,14.4897,-27.8442,-7.4707
0.0800,0.2935,1.1772,-9.6436,91.3696,1.5869,14.4897,-27.8442,-7.4707
0.0956,0.2167,1.0674,-9.2163,91.8579,-0.4883,16.3086,-28.6743,-6.7993
0.1011,0.2001,1.0009,-10.8643,92.2852,-1.9531,16.3086,-28.6743,-6.7993
0.1033,0.2086,0.9434,-13.6108,91.6138,-3.2959,16.3086,-28.6743,-6.7993
0.1005,0.2063,0.7997,-15.0146,90.8203,-3.9673,16.3086,-28.6743,-6.7993
0.1105,0.1959,0.7312,-14.9536,89.5386,-5.1880,16.3086,-28.6743,-6.7993
0.1210,0.1824,0.6768,-12.3901,85.3271,-6.8359,18.8599,-27.9785,-4.0527
0.1583,0.1718,0.5765,-12.1460,82.7637,-7.2021,18.8599,-27.9785,-4.0527
0.1726,0.1903,0.5194,-12.7563,80.3223,-7.4463,18.8599,-27.9785,-4.0527
0.1853,0.2196,0.4598,-13.9771,74.8291,-8.7280,18.8599,-27.9785,-4.0527
0.2015,0.2623,0.3258,-13.5498,71.6553,-10.4980,20.0928,-28.8818,-2.2217
0.2080,0.2682,0.2679,-11.7187,67.5049,-12.3901,20.0928,-28.8818,-2.2217
0.2159,0.2728,0.2041,-8.4229,58.0444,-16.4795,20.0928,-28.8818,-2.2217
0.2310,0.2504,0.0945,-6.7749,52.7954,-18.7378,20.0928,-28.8818,-2.2217
0.2380,0.2251,0.0706,-4.9438,47.2412,-20.7520,20.0928,-28.8818,-2.2217
0.2445,0.1954,0.0590,-1.2817,36.5601,-23.4985,21.1792,-28.7354,-1.3916
0.2590,0.1361,0.0090,0.0000,31.3110,-23.8647,21.1792,-28.7354,-1.3916
0.2633,0.1270,-0.0206,-0.4272,25.9399,-23.8037,21.1792,-28.7354,-1.3916
0.2698,0.1279,-0.0530,-1.0376,4.6997,-22.8271,21.1792,-28.7354,-1.3916
0.2743,0.1599,-0.1198,-3.2959,7.8125,-22.5220,21.5698,-27.8076,-1.5015
0.2716,0.1925,-0.1641,-4.9438,1.2817,-22.5830,21.5698,-27.8076,-1.5015
0.2599,0.2322,-0.2144,-6.9580,-13.0005,-23.4985,21.5698,-27.8076,-1.5015
0.2322,0.3057,-0.2590,-7.0801,-21.8506,-24.7803,21.5698,-27.8076,-1.5015
0.2059,0.3408,-0.2550,-6.8970,-31.0059,-26.6113,21.5698,-27.8076,-1.7212
0.1758,0.3567,-0.2424,-2.5024,-49.1943,-31.3721,21.3989,-28.0640,-1.7212
0.1263,0.3271,-0.1614,0.7935,-58.2275,-33.9966,21.3989,-28.0640,-1.7212
0.1246,0.2954,-0.1108,1.9531,-66.6504,-36.1938,21.3989,-28.0640,-1.7212
0.1254,0.2694,-0.0743,0.3052,-81.7261,-38.3301,21.3989,-28.0640,-1.7212
0.1005,0.3203,0.0017,0.6104,-88.6230,-38.3911,20.3125,-27.1851,-2.8076
0.0894,0.3544,0.0234,-0.2441,-95.6421,-39.3677,20.3125,-27.1851,-2.8076
0.0380,0.3250,0.0967,2.2583,-103.9429,-42.9077,20.3125,-27.1851,-2.8076
0.0172,0.3782,0.3580,13.3667,-120.6665,-45.0439,20.3125,-27.1851,-2.8076
0.0135,0.3395,0.5760,15.9302,-127.1973,-48.0347,18.7622,-25.8179,-4.9072
0.0134,0.2985,0.7874,15.3198,-133.0566,-53.3447,18.7622,-25.8179,-4.9072
-0.0216,0.3323,1.1766,6.5918,-133.0566,-56.2134,18.7622,-25.8179,-4.9072
-0.0743,0.3586,1.4026,1.1597,-131.9580,-59.8755,18.7622,-25.8179,-4.9072
-0.1091,0.3505,1.6458,4.7607,-124.5728,-70.4956,18.7622,-25.8179,-4.9072
-0.1562,0.1621,2.1099,11.6577,-117.0654,-76.1108,16.3086,-24.9634,-9.0942
-0.1680,0.0093,2.2366,17.2729,-107.1167,-80.8716,16.3086,-24.9634,-9.0942
-0.1925,-0.1652,2.3311,26.6724,-84.5337,-86.3037,16.3086,-24.9634,-9.0942
-0.1995,-0.5582,2.4830,30.0903,-72.6929,-85.9985,16.3086,-24.9634,-9.0942

0.1316,-0.2664,1.6592,2.1362,-30.7007,-3.1128,12.7441,-31.8726,-9.0576
0.0968,-0.3221,1.8373,0.3662,-25.0854,-1.5259,12.7441,-31.8726,-9.0576
0.0464,-0.3949,1.9939,-8.9111,-7.8735,4.2725,11.9263,-32.5562,-9.3140
0.0629,-0.5272,2.2495,-13.9771,2.0142,8.4229,11.9263,-32.5562,-9.3140
0.0558,-0.5737,2.3314,-19.1040,13.4277,13.6108,11.9263,-32.5562,-9.3140
0.0413,-0.5798,2.3809,-23.6816,41.0156,27.5269,11.9263,-32.5562,-9.3140
0.0232,-0.4852,2.4083,-31.2500,48.9502,36.0107,11.9263,-32.5562,-9.3140
0.0210,-0.3755,2.3732,-32.5928,60.1196,43.6401,12.7686,-33.8989,-7.8979
0.0280,-0.2190,2.3230,-33.5693,85.9985,56.1523,12.7686,-33.8989,-7.8979
0.0309,0.2576,2.1135,-30.7007,89.1113,58.8989,12.7686,-33.8989,-7.8979
0.0458,0.3921,2.0227,-30.0293,97.6563,57.9834,12.7686,-33.8989,-7.8979
0.0575,0.5295,1.8920,-27.1606,105.6519,55.9692,13.7085,-34.7412,-6.7993
0.0627,0.6663,1.7478,-29.5410,119.6289,46.2646,13.7085,-34.7412,-6.7993
0.1393,0.8900,1.4021,-23.5596,123.1689,38.8184,13.7085,-34.7412,-6.7993
0.1252,0.9277,1.2629,-14.2212,125.3662,31.0669,13.7085,-34.7412,-6.7993
0.1147,0.9495,1.1082,-8.7280,127.8687,22.7051,13.7085,-34.7412,-6.7993
0.1295,0.9590,0.9360,4.9438,127.0752,1.5869,15.4297,-34.2896,-4.0405
0.1406,0.7867,0.7506,10.5591,126.3428,-5.7373,15.4297,-34.2896,-4.0405
0.1312,0.6873,0.6149,15.8081,124.5728,-12.4512,15.4297,-34.2896,-4.0405
0.1342,0.5844,0.4889,20.8740,118.9575,-23.6816,15.4297,-34.2896,-4.0405
0.1445,0.3777,0.2651,21.1792,115.1733,-27.0996,15.4297,-34.2896,-3.4180
0.1521,0.2927,0.1620,19.2261,110.2905,-28.9917,18.3350,-32.4219,-3.4180
0.1776,0.2207,0.0684,14.4043,98.2056,-29.4189,18.3350,-32.4219,-3.4180
0.1887,0.1255,-0.0861,14.8926,90.6372,-28.3203,18.3350,-32.4219,-3.4180
0.2251,0.0731,-0.1418,13.0615,82.4585,-26.7334,18.3350,-32.4219,-3.4180
0.2390,0.0416,-0.1841,9.1553,64.5752,-21.3623,20.3979,-30.8228,-1.0498
0.2410,0.0378,-0.2031,5.6763,55.2979,-18.2495,20.3979,-30.8228,-1.0498
0.2461,0.0544,-0.2036,1.9531,46.5088,-15.4419,20.3979,-30.8228,-1.0498
0.2526,0.0844,-0.1963,-1.5869,29.9072,-11.1694,20.3979,-30.8228,-1.0498
0.2559,0.1506,-0.1700,-2.5024,21.9116,-9.7046,21.0571,-30.8594,-1.2207
0.2639,0.1948,-0.1626,-4.6997,14.5874,-8.6670,21.0571,-30.8594,-1.2207
0.2690,0.2450,-0.1506,-6.8970,0.7935,-8.1787,21.0571,-30.8594,-1.2207
0.2698,0.3302,-0.1313,-7.2632,-4.7607,-9.1553,21.0571,-30.8594,-1.2207
0.2808,0.3652,-0.1459,-7.7515,-10.5591,-10.9253,21.0571,-30.8594,-1.2207
0.2748,0.3916,-0.1647,-7.5684,-22.7661,-15.5640,21.3867,-31.1157,-0.4639
0.2638,0.4264,-0.2085,-10.0708,-29.2358,-18.6768,21.3867,-31.1157,-0.4639
0.2592,0.4293,-0.2253,-10.9253,-36.4380,-22.3389,21.3867,-31.1157,-0.4639
0.2427,0.4220,-0.2316,-6.8359,-53.4058,-28.9917,21.3867,-31.1157,-0.4639
0.1799,0.3824,-0.1914,-2.8076,-63.1714,-32.1045,20.5444,-30.7495,-1.6724
0.1573,0.3391,-0.1396,0.1221,-72.8760,-34.7900,20.5444,-30.7495,-1.6724
0.1345,0.2775,-0.0723,4.4556,-91.0645,-38.8184,20.5444,-30.7495,-1.6724
0.0920,0.1603,0.0732,6.8970,-99.4873,-39.5508,20.5444,-30.7495,-1.6724
0.0701,0.1007,0.1746,9.3994,-107.7271,-39.6118,20.5444,-30.7495,-1.6724
0.0698,0.0465,0.2831,9.0942,-120.4224,-37.5366,19.7388,-29.7363,-3.1494
0.0364,-0.1797,0.4454,8.7891,-124.6948,-37.0483,19.7388,-29.7363,-3.1494
0.0471,0.0956,0.5364,3.1128,-128.1128,-34.6680,19.7388,-29.7363,-3.1494
0.0264,0.0789,0.8308,10.0098,-132.9346,-31.7993,19.7388,-29.7363,-3.1494
-0.0093,-0.0184,1.1091,7.8735,-131.6528,-33.2642,17.7734,-29.3823,-5.4199
-0.0189,-0.0216,1.2083,6.1035,-128.9673,-33.7524,17.7734,-29.3823,-5.4199
-0.0385,0.0399,1.2689,-0.4272,-122.1313,-31.9214,17.7734,-29.3823,-5.4199
-0.0748,0.1267,1.4247,-3.1128,-119.0186,-33.5693,17.7734,-29.3823,-5.4199
-0.0659,0.1195,1.5142,-2.9297,-115.7227,-36.0107,17.7734,-29.3823,-5.4199
-0.0583,0.0543,1.5961,1.8311,-107.9712,-41.4429,15.6372,-28.4302,-6.8359
-0.0520,-0.1311,1.7435,3.4180,-103.8818,-42.8467,15.6372,-28.4302,-6.8359
-0.0649,-0.2161,1.8284,5.0049,-99.1211,-43.2129,15.6372,-28.4302,-6.8359
-0.0723,-0.3057,1.8896,7.7515,-88.3789,-39.9780,15.6372,-28.4302,-6.8359
-0.0704,-0.4763,2.0151,10.0098,-83.2520,-36.7432,13.4155,-27.3804,-8.2275
-0.0485,-0.5317,2.1292,11.2915,-77.4536,-32.4097,13.4155,-27.3804,-8.2275
0.0092,-0.5839,2.2206,13.6108,-61.7065,-21.1792,13.4155,-27.3804,-8.2275
-0.0042,-0.5894,2.7240,12.1460,-50.0488,-14.9536,13.4155,-27.3804,-8.2275
-0.1138,-0.6056,2.7260,6.8359,-36.1328,-8.6670,13.4155,-27.3804,-8.2275
-0.0248,-0.6086,2.7190,-0.9766,-7.6904,3.2959,12.0605,-27.1851,-9.2529
0.0072,-0.4901,2.6227,-1.8921,5.6763,10.1929,12.0605,-27.1851,-9.2529
0.0188,-0.3979,2.4756,-2.9297,18.9209,16.4795,12.0605,-27.1851,-9.2529
0.0227,-0.2955,2.3030,-4.4556,46.3257,25.4517,12.0605,-27.1851,-9.2529
0.0370,-0.1093,1.9778,-8.8501,50.2319,28.0151,13.3911,-28.4546,-8.5327
0.0636,-0.0234,1.8312,-10.4980,57.8613,29.4800,13.3911,-28.4546,-8.5327
0.0831,0.0615,1.7206,-11.2915,64.3311,30.3345,13.3911,-28.4546,-8.5327
0.1113,0.2150,1.5480,-10.6201,73.7305,29.1748,13.3911,-28.4546,-8.5327
0.1112,0.2679,1.4694,-9.9487,77.5146,27.0386,13.3911,-28.4546,-8.5327
0.1195,0.3103,1.3781,-9.6436,80.8716,24.2310,14.7949,-28.7598,-7.2998
0.1401,0.3356,1.1973,-7.5684,85.2051,17.0288,14.7949,-28.7598,-7.2998
0.1523,0.3246,1.1179,-5.4932,85.8765,13.1836,14.7949,-28.7598,-7.2998
0.1577,0.2996,1.0591,-2.6245,85.4492,7.5073,14.7949,-28.7598,-7.2998
0.1715,0.2286,1.0122,1.2817,83.6792,5.3101,16.8823,-29.2603,-5.0293
0.1755,0.1888,1.0006,-0.0610,83.2520,3.5400,16.8823,-29.2603,-5.0293
0.1865,0.1564,0.9702,-4.0283,83.3740,2.2583,16.8823,-29.2603,-5.0293
0.1926,0.1278,0.9268,-12.7563,83.1909,0.9155,16.8823,-29.2603,-5.0293
0.1965,0.1010,0.8469,-14.7705,82.1533,1.0376,16.8823,-29.2603,-5.0293
0.2009,0.1025,0.8226,-15.0146,79.8340,1.5869,18.2495,-28.7964,-3.2104
0.1978,0.1071,0.8274,-14.4653,77.5146,3.4790,18.2495,-28.7964,-3.2104
0.2249,0.1527,0.8195,-17.8833,75.0732,3.6621,18.2495,-28.7964,-3.2104
0.2247,0.2070,0.7836,-20.8740,74.5850,3.9062,18.2495,-28.7964,-3.2104
0.2147,0.2668,0.7411,-22.2778,74.0967,3.2959,19.4702,-29.3945,-2.2095
0.2139,0.3190,0.6920,-19.5923,71.6553,-0.6104,19.4702,-29.3945,-2.2095
0.2212,0.3708,0.5891,-17.2119,70.1294,-2.9297,19.4702,-29.3945,-2.2095
0.2346,0.3813,0.5178,-16.1133,68.4814,-5.3711,19.4702,-29.3945,-2.2095
0.2479,0.3905,0.4404,-15.8081,64.1479,-11.8408,19.4702,-29.3945,-2.2095
0.2512,0.4065,0.3094,-13.7329,60.6079,-15.0146,21.2769,-29.0405,-1.4893
0.2605,0.4003,0.2437,-10.8032,56.8237,-18.3716,21.2769,-29.0405,-1.4893
0.2643,0.3843,0.1798,-7.2021,48.0347,-24.9023,21.2769,-29.0405,-1.4893
0.2672,0.3431,0.0457,-3.2959,43.3350,-27.7710,21.2769,-29.0405,-1.4893
0.2665,0.3123,-0.0125,-2.6245,37.8418,-30.2734,21.9849,-29.3457,-0.2075
0.2827,0.2786,-0.0687,-5.3101,25.8789,-33.7524,21.9849,-29.3457,-0.2075
0.3066,0.2421,-0.1837,-6.4087,18.5547,-34.2407,21.9849,-29.3457,-0.2075
0.3098,0.2546,-0.2313,-7.6294,10.6201,-34.4238,21.9849,-29.3457,-0.2075
0.3070,0.2832,-0.2678,-9.9487,-5.0659,-35.5835,21.9849,-29.3457,-0.2075
0.2737,0.3585,-0.3707,-10.5591,-13.4277,-37.1094,21.8506,-28.2593,-0.5737
0.2444,0.3867,-0.4125,-8.4839,-23.1323,-39.1846,21.8506,-28.2593,-0.5737
0.2123,0.3990,-0.4441,-1.6479,-44.1284,-44.1895,21.8506,-28.2593,-0.5737
0.1476,0.3953,-0.4614,0.3052,-54.7485,-46.6919,21.8506,-28.2593,-0.5737
0.1265,0.3752,-0.4609,-0.3662,-65.1855,-49.4995,21.8018,-27.2461,-1.0742
0.1145,0.3595,-0.4451,-6.1035,-86.7920,-53.2837,21.8018,-27.2461,-1.0742
0.0732,0.4130,-0.3910,-6.5918,-98.5107,-54.3823,21.8018,-27.2461,-1.0742
0.0255,0.3884,-0.2793,-4.8218,-110.9009,-56.2744,21.8018,-27.2461,-1.0742
-0.0516,0.4948,-0.2118,6.2256,-133.8501,-61.7065,21.8018,-27.2461,-1.0742
-0.1085,0.4871,-0.0153,9.0332,-143.3105,-66.5894,19.4702,-26.1963,-3.2959
-0.1156,0.4497,0.1482,12.6953,-152.1606,-70.9229,19.4702,-26.1963,-3.2959
-0.1879,0.4003,0.4034,13.6719,-160.4004,-92.1021,19.4702,-26.1963,-3.2959
-0.2494,0.3041,0.7406,13.4888,-170.0439,-86.4868,19.4702,-26.1963,-3.2959
-0.3521,0.1412,1.5664,14.7705,-169.0063,-91.3696,17.2119,-24.0967,-8.4717
-0.3557,-0.0165,1.9540,14.0991,-162.4146,-96.5576,17.2119,-24.0967,-8.4717
-0.3394,-0.1975,2.2404,9.3994,-138.1226,-102.2339,17.2119,-24.0967,-8.4717
-0.3539,-0.6289,2.7670,10.9863,-124.3286,-101.6846,17.2119,-24.0967,-8.4717
-0.3477,-0.8638,2.9640,16.4795,-108.9478,-98.2056,17.2119,-24.0967,-8.4717
-0.3092,-1.0929,3.0631,23.5596,-72.3267,-82.8247,13.1226,-20.1660,-11.6211
-0.2382,-1.3951,3.0023,19.7144,-53.1616,-71.9604,13.1226,-20.1660,-11.6211
-0.1926,-1.1309,2.7881,13.7329,-35.8887,-58.6548,13.1226,-20.1660,-11.6211
-0.1946,-1.4619,2.7697,10.6201,-10.4370,-34.3628,13.1226,-20.1660,-11.6211

0.1432,0.1520,1.5759,-25.8179,-42.9077,19.1040,8.0933,-30.8716,-10.8032
0.1388,0.1925,1.7905,-29.5410,-39.2456,18.8599,8.0933,-30.8716,-10.8032
0.1292,0.2277,2.0051,-31.6772,-17.5781,16.9067,8.0933,-30.8716,-10.8032
0.1345,0.3167,2.3525,-31.1279,-15.0146,15.6860,8.0933,-30.8716,-10.8032
0.1255,0.3563,2.4965,-30.7007,-3.9062,14.2212,7.0557,-31.6528,-10.5835
0.2656,0.3434,2.6488,-46.0205,23.1323,9.7046,7.0557,-31.6528,-10.5835
-0.0337,0.4667,2.6427,-27.0996,38.1470,8.4839,7.0557,-31.6528,-10.5835
0.0038,0.5128,2.5676,-25.3906,52.4292,4.0894,7.0557,-31.6528,-10.5835
0.0829,0.5177,2.4520,-28.4424,80.0171,-6.2866,7.0557,-31.6528,-10.5835
0.0402,0.4611,2.1749,-28.0151,91.6138,-11.9629,9.7656,-32.9346,-8.0688
0.0549,0.3918,2.0089,-26.6113,101.2573,-16.6016,9.7656,-32.9346,-8.0688
0.0503,0.3344,1.8488,-19.8364,115.1123,-22.8882,9.7656,-32.9346,-8.0688
0.0660,0.1893,1.5924,-18.4326,120.1172,-24.4751,9.7656,-32.9346,-8.0688
0.0646,0.1465,1.4164,-18.3716,124.1455,-24.8413,14.2822,-32.3242,-7.1533
0.0889,0.1202,1.2365,-23.1323,128.0518,-24.0479,14.2822,-32.3242,-7.1533
0.1270,0.1423,0.9082,-24.3530,126.7700,-23.1323,14.2822,-32.3242,-7.1533
0.1193,0.1694,0.8019,-20.9961,123.2300,-23.7427,14.2822,-32.3242,-7.1533
0.1210,0.1964,0.7676,-16.5405,119.4458,-23.1323,14.2822,-32.3242,-7.1533
0.1116,0.1813,0.6920,-11.7187,113.7695,-24.1089,17.3706,-31.6528,-4.9805
0.1442,0.1591,0.5178,-10.9863,110.6567,-24.9023,17.3706,-31.6528,-4.9805
0.1555,0.1348,0.4498,-10.3149,107.6050,-25.9399,17.3706,-31.6528,-4.9805
0.1754,0.1157,0.3689,-9.2163,100.8911,-26.5503,17.3706,-31.6528,-4.9805
0.2081,0.1370,0.1406,-5.7983,96.2524,-26.9775,19.6045,-30.5542,-3.6133
0.2126,0.1362,0.0409,-1.8311,90.7593,-27.6489,19.6045,-30.5542,-3.6133
0.2250,0.1293,-0.0454,3.4790,78.6133,-29.0527,19.6045,-30.5542,-3.6133
0.2483,0.0968,-0.2035,4.6997,71.8994,-29.4800,19.6045,-30.5542,-3.6133
0.2606,0.0847,-0.2782,4.5776,64.5142,-29.5410,19.6045,-30.5542,-3.6133
0.2665,0.0963,-0.3472,3.1128,56.1523,-28.8086,21.7773,-30.2002,-2.4536
0.2250,0.1622,-0.4369,-0.6104,37.1704,-28.6255,21.7773,-30.2002,-2.4536
0.2068,0.1707,-0.4565,-1.4648,26.9165,-29.3579,21.7773,-30.2002,-2.4536
0.2108,0.1509,-0.4626,-1.2817,0.9155,-31.4941,21.7773,-30.2002,-2.4536
0.2219,0.0726,-0.4321,1.0376,-3.6621,-31.7993,22.6074,-29.3335,-0.7446
0.2300,0.0408,-0.4062,1.8311,-12.9395,-31.3721,22.6074,-29.3335,-0.7446
0.2351,0.0223,-0.3882,1.2817,-31.1279,-29.0527,22.6074,-29.3335,-0.7446
0.1968,0.0396,-0.3516,1.5869,-40.0391,-27.8931,22.6074,-29.3335,-0.7446
0.1772,0.0569,-0.3179,2.4414,-49.1943,-27.0996,22.6074,-29.3335,-0.7446
0.1542,0.0708,-0.2859,4.0894,-66.2842,-26.7334,21.7651,-28.8696,-1.9775
0.1093,0.0715,-0.2216,3.4790,-74.4629,-26.9165,21.7651,-28.8696,-1.9775
0.1063,0.0675,-0.1919,1.6479,-82.3364,-27.2217,21.7651,-28.8696,-1.9775
0.0800,0.0649,-0.1440,-0.9766,-98.9380,-27.4048,21.7651,-28.8696,-1.9775
0.0337,0.0546,-0.0021,-0.3052,-107.6050,-27.4048,20.8008,-28.2227,-4.4678
0.0094,0.0453,0.0909,1.7700,-116.1499,-27.0996,20.8008,-28.2227,-4.4678
-0.0155,0.0394,0.1926,4.1504,-131.4087,-26.5503,20.8008,-28.2227,-4.4678
-0.0991,-0.1895,0.4148,3.5400,-137.3901,-29.7852,20.8008,-28.2227,-4.4678
-0.0396,0.1704,0.7057,9.1553,-143.1274,-22.7661,20.8008,-28.2227,-4.4678
-0.0604,0.0232,1.0350,7.7515,-145.3247,-27.4658,18.1519,-28.1738,-6.6650
-0.0453,-0.1007,1.3274,5.8594,-142.5171,-28.9307,18.1519,-28.1738,-6.6650
-0.0533,-0.0887,1.5004,4.4556,-138.9771,-27.3438,18.1519,-28.1738,-6.6650
-0.0618,-0.0260,1.6521,1.4038,-128.1128,-25.4517,18.1519,-28.1738,-6.6650
-0.0414,-0.0072,1.8024,3.4790,-121.2769,-25.6958,15.2954,-27.2949,-8.5937
